gene_id	gene_name	gene_type	chr	start	end
ENSG00000169083.16	AR	protein_coding	chrX	67544032	67730619
ENSG00000184481.16	FOXO4	protein_coding	chrX	71096197	71103535
ENSG00000131264.3	CDX4	protein_coding	chrX	73447254	73455245
ENSG00000122145.14	TBX22	protein_coding	chrX	80014756	80031769
ENSG00000196767.7	POU3F4	protein_coding	chrX	83508261	83512127
ENSG00000165259.13	HDX	protein_coding	chrX	84317874	84502479
ENSG00000147180.16	ZNF711	protein_coding	chrX	85244032	85273362
ENSG00000126733.20	DACH2	protein_coding	chrX	86148458	86832604
ENSG00000147183.9	CPXCR1	protein_coding	chrX	88747225	88754785
ENSG00000153779.10	TGIF2LX	protein_coding	chrX	89921882	89922883
ENSG00000166432.14	ZMAT1	protein_coding	chrX	101882288	101932031
ENSG00000123576.5	ESX1	protein_coding	chrX	104250038	104254933
ENSG00000186416.14	NKRF	protein_coding	chrX	119588337	119606443
ENSG00000203989.4	RHOXF2B	protein_coding	chrX	120070672	120077705
ENSG00000101883.4	RHOXF1	protein_coding	chrX	120109053	120115937
ENSG00000131721.5	RHOXF2	protein_coding	chrX	120158561	120165630
ENSG00000177485.6	ZBTB33	protein_coding	chrX	120250752	120258398
ENSG00000102034.16	ELF4	protein_coding	chrX	130064874	130110716
ENSG00000056277.15	ZNF280C	protein_coding	chrX	130202711	130268899
ENSG00000183434.9	TFDP3	protein_coding	chrX	133216669	133218348
ENSG00000186376.14	ZNF75D	protein_coding	chrX	135248920	135344087
ENSG00000173275.12	ZNF449	protein_coding	chrX	135344796	135363152
ENSG00000156925.11	ZIC3	protein_coding	chrX	137566142	137577691
ENSG00000134595.8	SOX3	protein_coding	chrX	140502985	140505116
ENSG00000268738.2	HSFX2	protein_coding	chrX	149592515	149594716
ENSG00000171116.7	HSFX1	protein_coding	chrX	149774068	149776867
ENSG00000063587.14	ZNF275	protein_coding	chrX	153334147	153360110
ENSG00000189420.8	ZFP92	protein_coding	chrX	153418322	153426481
ENSG00000169057.21	MECP2	protein_coding	chrX	154021573	154137103
ENSG00000185960.14_PAR_Y	SHOX	protein_coding	chrY	624344	659411
ENSG00000214717.11_PAR_Y	ZBED1	protein_coding	chrY	2486414	2500967
ENSG00000184895.7	SRY	protein_coding	chrY	2786855	2787699
ENSG00000067646.11	ZFY	protein_coding	chrY	2935281	2982506
ENSG00000176679.8	TGIF2LY	protein_coding	chrY	3579041	3580041
ENSG00000172468.13	HSFY1	protein_coding	chrY	18546671	18588963
ENSG00000169953.11	HSFY2	protein_coding	chrY	18731440	18828662
